query,intent
국제포럼이 며칠에 시작하니,2
일본 여행 일정이 언제야,2
중간고사 언제 끝나,2
이번달 태풍 언제 오는지 알아봐,2
회의일정이 언제로 잡혔는지 알려줄 수 있니,2
이번주에 언제 비 그칠지 알려줘,2
방학기간이 얼마나 되지,2
이번주에 제일 시원한 날이 언제니,2
다음주 휴가 날짜 시작은 언제이니,2
이번달에 사진동호회모임이 언제니,2
오늘 해는 언제 져,2
운동회 날짜가 언제지,2
여름 휴가 일정이 언제니,2
첨부파일 언제까지 다운로드 가능하니,2
장마는 언제쯤 끝나니,2
작년 홈커밍데이 며칠에 했는지 알려줘,2
학교 개학이 언제인지 알려줘,2
이번달 스케줄 없는 날은 언제니,2
다음주 비가 언제 내리니,2
저번 달 회의 날짜가 언제였니,2
시월에 공휴일이 언제언제인지 알려줘,2
다음주 일교차 큰 날이 언제인지 알려줄래,2
가족들과 계곡 언제 가기로 했는지 알려줘,2
동물병원 언제가야하니,2
언제 이상 한파인지 알려줘,2
요번주 비 제일 많이 오는날 언제니,2
이번주 저녁 약속이 언제니,2
엘지가 금호랑 계약하는날이 언제지,2
다음달 결혼식 언제니,2
장마 언제 끝나는지 알려줘,2
언제 쯤 눈이 그칠까,2
이번 주 언제까지 비오는지 알려줘,2
다다음달 개강총회 일정 언제인지 알려줄수있니,2
오늘 눈이 언제 그치는지 알려줘,2
내일 기온이 가장 낮은 때가 언제니,2
비가 언제오는지 알려줘,2
부천 국제 영화제는 언제 시작해,2
올해 추석이 며칠인지 아니,2
이번 여름 휴가 며칠부터였지,2
이번주 가장 비가 많이 오는 날이 언제인지 알려줘,2
사전 투표일이 언제야,2
조교님한테 보낸 메일의 발송 시각이 언제였니,2
경북대학교 학과 체험이 언제인지 알려줘,2
올해 가장 별이 많이 뜨는 날이 언제인지 알려줘,2
가장 최근 영화보기로 한게 언제니,2
구월에 일본여행이 언제니,2
대학원 등록금 날짜 언제니,2
비 언제까지 오는지 알려줘,2
다가오는 기념일 중 가장 빠른 게 언제인지 알려줘,2
도서 반납일이 언제로 예정되어있는 지 알려줘,2
일주일 안에 언제 비가 올 예정인지 알려줘,2
미일이랑 가장 마지막으로 만난 게 언제야,2
수요일 마지막 일정이 언제 끝나니,2
미팅 메일이 언제 왔었지,2
워크샵 언제 가기로 했는지 알려줘,2
오늘 날씨가 언제부터 개는지 알려줘,2
오늘 공기청정기 언제부터 켜져있었니,2
사랑하는 친구야 보고 싶다 언제 볼까 ,2
안읽음 표시된 메일 중 가장 최근 메일의 첨부파일 다운로드 기간이 언제까지니,2
도서 반납일이 언제니,2
주택 청약은 언제부터 했나요,2
초등학교 동창모임이 언제인지 아니,2
고모님 회갑 잔치가 언제지,2
토익 시험이 언제인지 알고 있니,2
다음주에 흐린 날이 언제니,2
오늘 친구와 저녁 식사 언제인지 알려줘,2
구월달 팬미팅 일정 언제인지 알려줘,2
전기요금 내는 날이 며칠이지,2
윤희와 만나기로 한 날짜가 언제지,2
오전에 비가 언제까지 오는지 알려줘,2
다음주 천둥번개를 동반한 비가 언제 오니,2
내일 학교축제 준비 회의 언제까지야,2
다음주중에 하늘이 가장 파란 날은 언제일까,2
음력 칠월 칠일이 양력으로 며칠이지,2
부모님 결혼 기념일이 언제니,2
이번주 우박 내린날이 언제였는지 아니,2
우리 목욕탕 언제 고고하지,2
이번달 눈 언제까지 오는지 검색해줘,2
다음 스터디 날짜 언제였지,2
리더로써의 경험 중 힘들었던 적은 언제였고 어떻게 극복했습니까,2
이번주 불쾌지수가 가장 높은 날은 언제니,2
이번달 월급날짜가 언제니,2
이번주 눈은 언제부터 오는지 알려줄 수 있니,2
대전 가는 날이 언제인지 알려줘,2
올해 겨울 첫눈 언제 오는지 알려줘,2
다음달 교육이 언제니,2
올해 할아버지 기일이 언제인지 아니,2
오늘 소나기는 언제 내릴까,2
동아리 기모임 날짜 언제야,2
아들 수련회 언제 가니,2
투표일이 언제야,2
오늘 점심식사 예약 시간 언제야,2
어머니 생신이 언제인지 알려줘,2
이번 주에 눈 언제 와,2
은정이 생일이 언제니,2
설계 참고 문서 정리 언제까지 하면 되죠,2
언제 교육방송에서 수학방송 하지,2
남자친구랑 기념일 며칠 남았어,2
비가 언제 그치는 지 알려줘,2
수강철회신청이 언제까지니,2
막내의 개학이 며칠인데,2
내년 설날 며칠 쉬게 되는 알려줘,2
올해 복날은 언제야,2
방탄소년단 컴백 날짜 언제인지 알려줘,2
내일모레 점심 약속 시간이 언제니,2
동생 이사하는 날이 언제인지 아니,2
정수기 필터 교체 일정이 언제니,2
이번주에 비 언제온대,2
나의 발표 언제일까,2
언제까지 눈이오니,2
다음주 중에 제일 안 더운 날이 언제니,2
다음주 제일 추운날이 언제인지 확인해봐,2
제일 최근에 온 메일은 언제 온 것이니,2
이학기 중간고사 시작일이 언제니,2
오늘의 구름이 언제 사라질지 알려줘,2
다음주 맑은날이 언제인지 아니,2
여자친구 생일이 언제니,2
다음달에 일주일 휴가 쓰기 가장 적당한 날짜가 언제니,2
진영이랑 칠월에 보기로 했는데 언제지,2
부가세 내는 달이 언제야,2
이번주에 밥 같이 먹을 수 있어 언제 시간 괜찮아,2
이번학기 종강일이 언제니,2
장마는 언제 시작이니,2
이번주에 언제 휴강인지 알려줄래,2
이번주에 구름이 많은날은 언제니,2
내일 회의 언제 끝나니,2
다음주에 언제 비오는지 알려줘,2
우리회사 저번 회식일이 언제인데,2
오늘 일출 시간 언제인지 알려줘,2
이 메일이 언제 도착했어,2
이번주에 언제 화창하니,2
내일 해가 언제 뜰까,2
올 여름 장마의 예상기간 알려줄래,2
음력 삼월 이십육일이 양력으로 언제니,2
다음주에 교수님 뵙는 날이 언제였지,2
프로젝트 언제까지 마칠 수 있지,2
다음달에 회식이 언제언제 있지,2
사월달 태권도 승급심사 날이 언제인지 아니,2
퇴실은 언제하니,2
다음달 개학 언제인지 알려줘,2
다음달 말 봉사활동은 언제부터 언제까지니,2
덥고 습한 날씨는 언제까지 계속되니,2
논문 발표하러 일본가는 날이 언제야,2
장마가 언제까지인지 알려줘,2
케이티엑스 부산기차 예약날짜가 언제야,2
이번 버스 요금 인상은 며칠부터인데,2
지금 내리는 비 언제쯤 그치는지 알아,2
오늘 비 언제 그치는지 알아봐,2
이번에 결혼한다던데 며칠이야 ,2
자궁암 검사 언제 받니,2
다음주 언제 눈오는지 알려줘,2
입실 언제니,2
올해 장마 언제부터야,2
다음달 친구랑 야구경기 일정 언제인지 알려줘,2
다음주중에 비가 안오는 날이 언제야,2
안개 낀 하늘은 언제쯤 볼 수 있니,2
이번해 첫눈은 언제로 예상되니,2
다음 주 중에 가장 추운 날이 언제니,2
오늘 비가 언제 그치는지 아니,2
내일 수업이 언제 시작하는지 아니,2
언제부터 따뜻해져,2
서울에서 언제 출발이야,2
내일 비가 언제 오는지 알려줘,2
친구랑 약속이 언제야,2
오늘 친구랑 만나기로 한 약속이 언제인지 알려줘,2
내일이 음력으로 며칠이니,2
이번 주에 비 언제 온대,2
다음주 치과 진료 시간 언제니,2
인삼은 육 년 근 일 때 캐는 것이 좋다 산삼은 언제 캐는 것이 제일 좋은가,2
독어 회화 수업이 언제까지야,2
가장 최근에 정윤이랑 만난 날이 언제지,2
폭염주의보가 언제 풀리는지 검색해줘,2
바람이 언제 가장 많이 부니,2
장마가 언제쯤 끝나니,2
서울에 폭염주의보가 언제까지 지속되는지 알아봐줘,2
장마 언제 끝나는지 알려줘,2
아빠 생신이 언제니,2
친구 결혼식 날짜가 언제였지,2
이 비가 언제 그치는지 알려줘,2
내가 최근 골프치러 갔던 날이 언제지,2
한국사 시험 일정 언제인지 알려줘,2
지방선거일이 언제니,2
언제부터 장마 시작인지 알려줘,2
정비소에 맡긴 자동차를 언제 찾아야 하지,2
언제쯤 저녁 시간이 편하신가요,2
콘서트가 언제지,2
작년 동창회가 언제였어,2
다음주 폭염이 언제부터 시작되니,2
다음주 가장 더운날이 언제니,2
김대리님 휴가는 언제니,2
다음주에 황사있는 날이 언제야,2
토스 시험이 언제인지 알고 있니,2
병원 일정이 언제야,2
관리비 내는 날이 언제지,2
담주에 동기 모임 언제인지 알려줘,2
비는 언제쯤 그치니,2
다음주 봉가가 언제니,2
이번주 가장 추운날이 언제니,2
올해 추석 연휴는 언제니,2
이번 주에 날씨가 맑은 날이 언제가 될지 확인좀 해줘,2
이번주 일정 없는 날이 언제니,2
오늘 기온이 가장 낮은 때가 언제니,2
다음으로 빠른 공휴일이 언제인지 알려줘,2
다음주 최고기온 삼십도 이상인 요일 며칠인지 알려줘,2
언제까지 열대야가 계속될까,2
공지 메일 언제왔는 지 알려줘,2
인턴십 일정이 언제 끝나니,2
풍랑경보는 언제 사라지는지 검색해줘,2
언제 장마가 시작되는지 알려줘,2
언제가 시간이 제일 편하세요,2
취업 설명회는 언제 있어,2
올해 프로농구 개막일이 언제지,2
오늘 회사 면접시간이 언제니,2
우리학교 아침 조례시간이 언제지,2
폭설이 언제까지인지 알려줘,2
오늘 비 언제까지 오는지 알려줘,2
다음 주 가족여행 언제니,2
오늘이랑 내일 중에 언제가 더운지 아니,2
여자친구 생일이 언제였지,2
내년 추석 며칠이야,2
다음달 건강검진 언제인지 확인해줘,2
허리디스크 치료 날짜 언제니,2
어머니 생신이 언제니,2
오늘 미세먼지 언제까지 나빠,2
이번주 제일 바쁜날이 언제야,2
체크 인을 언제 하니,2
여름 방학이 언제 시작인지 알려줘,2
오늘 가장 더운시간이 언제인지 알려줘,2
환전 메일 언제 왔니,2
이번달에 사진동호회모임이 언제인지 알려줘,2
다음달 빨간날이 언제인지 알려줘,2
다음달에 동호회모임이 언제인지 알려줘,2
이번 폭염 언제 끝날지 알려줘,2
오늘 비가 언제까지 오니,2
비오는 날은 언제쯤 볼 수 있는지 알려줘,2
내일 가장 빠른 스케줄이 언제인지 알려줘,2
이번 주에 눈이 언제 올까,2
오늘 이 비가 언제쯤 겔까,2
올해 장마가 언제 시작되는지 확인해,2
형 생일이 언제였는지 알고 있니,2
이번 달은 공휴일이 언제니,2
결혼기념일이 언제야,2
이번주에 저녁 시간 비는 날이 언제인지 봐줄래,2
이번달 대체공휴일이 언제니,2
꽃샘추위가 언제 시작될지 알려줘,2
올해 가장 더운 날이 며칠이었니,2
추위가 언제까지 가는지 알려줘,2
우리 부모님 결혼기념일이 언제지,2
회장님 휴가 일정은 언제이니,2
우리학교 종례시간이 언제야,2
다음에 여자친구 만나는 날이 언제니,2
이번주 눈은 언제부터 오는지 알려줘,2
내 생일까지 며칠 남았니,2
내 동료 휴가가 언제야,2
이번주에 미세먼지가 낮은날은 언제니,2
마지막으로 티비 본 시간이 언제니,2
무더위가 언제쯤 사그러들까,2
다음주에 언제 우산을 가지고 나가야되니,2
종합소득세 납입 기간이 언제지,2
다음달 출장 날짜가 언제있니,2
방폐장 주민투표 발표가 언제 되는 거야 ,2
아버지 생신이 언제지,2
이번주 피티 언제 받기로 했니,2
막내의 졸업식은 언제지,2
이번달 정수기 점검이 언제였니,2
올해 장마 언제부터인지 알아봐,2
음력으로 오늘이 며칠이야,2
비가 언제 오니,2
회사 미팅 끝나는 시간이 언제니,2
올해에 추석은 언제부터 언제까지야,2
언제쯤 비가 오니,2
애인 조카녀석 학교 졸업식이 언제야,2
이번달 야구시합은 언제니,2
중간고사일이 언제야,2
유방암 재검사 언제 하니,2
작년 서리가 언제가 처음 내렸는지 알려줘,2
이번주에 비가 안오는 날이 언제인지 아니,2
샵에서 네일아트 언제 받기로 했는지 알려줘,2
여름방학은 언제쯤 끝이야,2
내년 설 연휴가 며칠이니,2
더위가 언제까지 이어지는지 확인해 알려주겠니,2
정현이 출국일이 언제니,2
부산에 눈 오는 날 언제니,2
이번 주 어린이집에 방문 할 요일이 언제니,2
다음주 신입생 오리엔테이션 언제니,2
남동생 전역일이 언제니,2
엄마 생신이 며칠남았는지 알려줘,2
내일 회의 언제 시작하니,2
다음주에 맑은 날은 언제인지 알려줘,2
이번 주에 날씨가 맑은 날이 언제니,2
오늘 서울에 눈 언제부터 오니,2
십월달 엄마 생일이 언제인지 아니,2
다음주에 비가 언제 오는지 알려줘,2
이번주 비 언제 오니,2
불꽃놀이하기 가장 좋은 날짜 언제니,2
아르바이트 신청기간이 언제까지니,2
비오는 날 흙냄새는 언제쯤 맡을 수 있니,2
찜질방 쿠폰 기한 언제까지니,2
이천십구년 크리스마스 요일이 언제인지 아니,2
등록한 작가의 최신작 책 출판일이 언제야,2
정관이 제대일은 며칠이야,2
언제쯤 날씨가 풀릴지 알려줘,2
이번주에 회식이 언제 있는지 알려줘,2
이번달 아빠 생일이 언제인지 아니,2
다음 달 동창 모임 언제야,2
윤선이 생일이 시월 며칠인지 정확히 알려줘,2
다름달에 등산일정이 언제인지 알려줘,2
한파는 언제까지 계속되니,2
열대야가 언제 끝날까,2
설연휴 언제인지 알려줘,2
다음년 설날이 언제니,2
다음학기 수강신청 언제인지 알려줘,2
실업급여 신청일이 언제까지지,2
이메일 계정 비밀번호 마지막으로 바꾼 날짜가 언제야,2
메일 언제 온게 최신이니,2
겨울방학이 언제 쯤 끝날까,2
과제제출마감일이 언제니,2
가장 힘들었던 순간은 언제였나요,2
눈이 언제쯤 오는지 확인해알려주겠니,2
동창 회식이 언제 있니,2
오늘 언제부터 비가 내리니,2
시민의 숲 개장일이 언제니,2
쌍커풀 수술 언제인지 날짜 알려줘,2
소민이 생일까지 언제지,2
오늘 비가 언제까지 올까,2
작년 십이월 일일에 있던 일정 오늘까지 며칠 째인지 알려주겠니,2
이번달 가장 추운 날은 언제니,2
삼월달 언니 졸업식 언제인지 알려줘,2
이번주 금요일 비 언제그치는지 아니,2
에어컨 청소 시기는 언제야,2
폭염 언제까지 인지 검색해,2
지난달에 미용실에 갔던 날은 언제지,2
이번 건강검진 날짜가 언제인지 알려줘,2
내일 회의 언제하니,2
첫 눈이 언제 오는지 알려줘,2
어머니 생신이 언제니,2
중요하거나 비싼 물건을 잃어버린 적이 있나요 무엇을요 어디서 언제요,2
수강신청 일정 언제인지 알려줘,2
기말고사가 정확히 언제니,2
이번주중에 언제 가장 시원한지 알려줘,2
수행평가 마감일이 언제니,2
이번 달 월급일이 언제지,2
이학기 중간고사가 언제니,2
용가리파와 결투시간 언제지,2
오늘 가평에 비 언제까지 내리니,2
이번주중 제일 더운 요일은 언제니,2
다음주 토요일에 동물원 일정 언제부터니,2
오늘 눈이 언제오는지 알려줘,2
할아버지 제사가 언제니,2
다음달 입국 언제였지,2
내일 도서관에 가기로 한 시간이 언제인지 알려줘,2
이번달 장마가 언제쯤 끝나니,2
벚꽃구경하기 가장 좋은 날이 언제니,2
막냇동생 중학교 입학식이 언제,2
다음 등산 날짜가 언제인지 알려줘,2
다음주에 맑은 날씨인 요일이 언제이니,2
최근에 이태원 다녀왔던게 언제였니,2
오늘 저녁 미팅 시간이 언제인지 알려줘,2
내일 오후 창원에 눈이 언제 오니,2
할머니 생신 축하 파티가 언제야,2
이번달 건강검진이 언제니,2
친구 생일 언제인지 알려줘,2
애인 조카녀석 학교 졸업식이 언제야,2
아빠와 만나기로 한 날이 언제인지 봐줘,2
저번주 화요일 언제 퇴원했는지 알려줘,2
안개가 언제까지 끼는지 아니,2
시험 며칠 전부터 공부해야 할까,2
개강날이 언제니,2
다음 주에 일정 비어 있는 날 언제 있니,2
이번 겨울에 눈이 가장 많이 온 날이 언제야,2
이번달 할머니 생신이 언제니,2
우리 마누라 생일이 언제지,2
막내 약혼식 시간은 언제일까,2
장마 언제 끝나는 지 아니,2
눈 언제 그치는지 알려 줄래,2
다음주 레슨 시간이 언제야,2
둘째가 언제 출장에서 돌아 오지,2
동아리 회식이 언제인지 알려줘,2
강아지 심장사상충 주사 날짜 언제니,2
내일 언제부터 비가 오는지 알려줘,2
개교기념일이 언제니,2
거래처랑 저녁 약속이 며칠에 잡혀있었지,2
이번 승진 발표 언제 난데 ,2
야구장 갔던 날이 언제인지 확인해주겠니,2
이번주 온라인 미팅이 언제야,2
과외 반복 일정 설정일이 며칠 부터더라,2
이번주는 언제 맑은 하늘을 볼 수 있는지 아니,2
다음달 고등학교 동창 모임이 언제니,2
케이티엑스 열차표 예매에서 제일 할인이 많이되는 시간은 언제니,2
여자친구 생일이 언제였지,2
오늘 안개가 언제 걷히는지 알려줘,2
이번달 방학이 언제니,2
눈이 언제쯤 그치는지 아니,2
부모님 결혼기념일이 언제니,2
이천십구년 개천절이 언제인지 아니,2
수능이 언제인지 알고 있니,2
오늘 언제가 제일 따뜻해,2
휴가 언제인지 알려줘,2
내일 새벽에 안개가 언제 끼니,2
이번달 발표일이 언제인지 말해줄래,2
지난 주 세미나가 언제였는지 알아봐줘,2
이번 연휴가 며칠이나 되니,2
장마 언제 시작하니,2
삼월달 입학식 언제였지,2
이번 추석 연휴 며칠 쉬게 돼,2
오늘 언제가 제일 추워,2
내일 폭풍매미가 서울을 언제 지나가는지 알려줘,2
대구에 비 언제까지 오니,2
저번 달 중에 며칠 비 왔는지 알려줘,2
오늘 갈 백화점이 언제 문을 닫는지 아니,2
초복이 언제인지 알려줘,2
오늘 눈 언제까지 내리니,2
지민이와 도자기 축제에 가기로 한 날이 언제야,2
첨부파일 다운로드 기한이 언제까지니,2
빼빼로 데이가 언제인가,2
친구 은화와의 생일이 언제인데,2
만화책 반납하는 날짜가 언제니,2
오늘 눈 언제까지 오는거니,2
장마가 언제부터니,2
이번달 모교 방문하는 날이 언제였지,2
스위스에서 하는 학회가 언제지,2
양평에 언제 비가 오는지좀 알려줘,2
장마가 언제부터 시작되니,2
이번주 컴퓨터 수리 예정일 언제니,2
다음달 한자시험 일정이 언제니,2
회사 창립기념일이 언제니,2
마포구 언제까지 비 오는지 알려줘,2
이번 헬스클럽 회원 만료일이 언제,2
장마는 언제부터 시작되니,2
친구와 볼링장에 언제 가기로 했니,2
언제 먹을 거야,2
장마 언제 끝나는지 알려줘,2
이번 장마 며칠까지인지 알려줘,2
과제 마감일이 언제니,2
오늘 진주에 태풍이 언제 부니,2
이번 주 비번이 언제니,2
이번달 월세 내는날 언제니,2
마블 영화 최신작의 개봉일이 언제야,2
이번년 수능일정은 언제니,2
언제쯤 서늘한 가을 날씨가 오니,2
인도에 황사가 언제 부는지 아니,2
고교 동창회가 언제야,2
언제까지 이렇게 더운지 알려줘,2
논문 발표일이 언제야,2
정수기 필터 교체 날짜가 언제지,2
무더위가 언제까지 지속되는지 알려줘,2
예약에 잡힌시간은 언제야,2
미세먼지는 언제까지 있니,2
지난 주에 비가 언제언제 왔니,2
이번 주 치과 예약이 언제인지 알려줘,2
김팀장님 휴가는 언제부터 언제까지이니,2
육월달 휴학 일정 언제인지 알려줘,2
민하의 대학교 졸업식 날짜가 언제였지,2
올해 첫 서리 언제인지 보여줘,2
팀장님 요청 에이 서류 언제까지 해야하니,2
이번 학기 축제 공식 휴강일이 언제냐,2
다음 치과 예약이 언제로 잡혀있지,2
수요일이랑 목요일 중 언제가 좋아,2
예비군 일정 언제인지 알고 있니,2
다음달 동문회가 언제니,2
이번주 저녁시간 언제 비는지 알려줘,2
지윤이 학예회 발표일이 언제야,2
이월달 미국 귀국 날짜 언제인지 아니,2
다음주 제일 추운날이 언제인지 확인해주겠니,2
송년회가 언제인지 알려줘,2
이번주 동아리 운영진 회의 언제야,2
할아버지 생신이 언제니,2
이번 주 폭염주의보 내린 날이 언제니,2
남자친구와의 백일 기념일이 언제인지 알려줘,2
티비 채언니는 유학 갔다가 언제 와,2
누나의 개학은 언제야,2
폭염주의보는 언제 끝나니,2
회사 여름휴가가 언제까지였지,2
호텔 예약일이 언제니,2
언제 먹을 거야,2
장마가 언제까지니,2
이번주 미세먼지 지수 좋은인 날 언제니,2
수강신청 정정 기간을 알려줘,2
이번학기 종강이 언제니,2
이번주 미세먼지 나쁜날 언제인지 알려줘,2
이학기 개강 일정이 언제인지 알려줘,2
다음달에 시험 일정 언제있는지 알려줘,2
미세먼지농도는 언제쯤 매우좋음으로 바뀌니,2
비가 언제쯤 그치니,2
다음달 휴가 언제인지 알려줄래,2
가까운 때에 비가 언제 오는지 알려줘,2
망년회 날짜가 언제니,2
보험사에서 메일이 언제왔지,2
내일 학교 언제 끝나니,2
수수료 집계 언제까지 해야하니,2
다음주 외국 바이어 미팅 날이 언제인지 아니,2
이번주 점심약속 언제언제 있는지 알려줘,2
내년 구정연휴가 며칠이나 된데,2
선풍기 언제부터 쓰고 있니,2
언제 눈이 그칠지 알려줘,2
해외 출장일이 언제였는지 확인해줘,2
내가 자동차 엔진오일 넣은 날은 언제지,2
올 겨울 첫눈은 언제 올까,2
서울에 언제 도착해,2
남편 서울 출장가는 날이 언제지,2
컴퓨터 수리 일정 언제니,2
병원 예약 시간이 언제니,2
내일 오후에 나 비는 시간이 언제인지 알려줘,2
영화보러 가기로 한 약속이 언제였지,2
언제쯤 날씨가 풀릴지 알려주겠니,2
올해 한국어 정보처리 학회가 언제쯤 시작인데,2
오늘 밤 축구 모임 언제인지 알려줘,2
다음주 목요일에 소나기가 언제 오니,2
독일의 맥주축제 기간은 언제냐,2
오늘 부산에 비 언제까지 내리니,2
다름달에 등산일정이 언제니,2
오늘 비 언제 오기 시작하는지 아니,2
다음달 초등학교 동창모임 언제니,2
담주에 면접날 언제 인지 알려줄 수 있니,2
안개 언제 걷히니,2
막내는 며칠에 출장에서 돌아오는지 검색해,2
민호 둘째 조카 돌잔치가 언제지,2
올해 첫눈이 언제왔니,2
올해 첫눈이 언제올지 알고있니,2
보고서 제출 기한이 언제 까지니,2
가장 창피했던 순간은 언제였나요,2
이번주에 폭염특보가 언제인지 알려줘,2
방학기간이 얼마나 되지,2
백일이 며칠인지좀 알려줘,2
참 근데 나머지 대본 두 개는 언제 나와요 혹시 벌써 다 써놓은 건 아니겠죠,2
열대야가 언제까지 계속되는지 알려줘,2
이번주 장마는 언제부터 시작되는지 알려줘,2
냉장고 냉동실 급속냉장 언제 끝나니,2
다음달 남동생 생일이 언제인지 아니,2
내가 아침 운동을 하는 날짜는 언제인지,2
언제가 수강신청인지 알려줘,2
올해 설날은 언제야,2
이번주 일교차 심한 날이 언제인지 알려줘,2
다음달 미용실 예약일이 언제니,2
기말고사 기간이 언제니,2
이번 겨울 방학이 언제인지 알려줘,2
우리 언제나 되야 만날 수 있을까 수다 떨고 싶어 ,2
이번달에 여자친구랑 데이트 언제 하기로 했니,2
이번 여름 폭염이 언제까지 계속되니,2
올해 하지가 언제야,2
막내가 태어난 해가 언제야,2
다음주 가장 비가 많이 오는 날이 언제인지 알려줘,2
다음학기 개강일이 언제니,2
저번달 받은 메일에 첨부된 사진들 언제까지 저장 가능하니,2
이번주에 야외 데이트하기 제일 좋은 날이 언제야,2
이번달 회의는 언제있니,2
언제쯤 시간이 나시는지 하루빨리 뵙고 싶습니다,2
약속이 없는 토요일이 언제니,2
폭염은 언제 끝나는지 검색해줘,2
여름 휴가가 언제부터 언제까지니,2
방학 언제 끝나는지 알려줘,2
다다음 달 일정 없는 날 언제야,2
이번주 장마 언제 끝나는 지 알려줄 수 있니,2
이번주에 공기 나쁜 날이 언제니,2
바람이 언제 많이 부는지 검색해줘,2
눈이 언제 그칠지 알려줘,2
마지막 청소 언제했지,2
마감날이 며칠 남았는지 알려줘,2
언제쯤 따듯해질지 검색해줘,2
이번 수능 날짜가 언제인지 알려줘,2
토익 시험 디데이까지 며칠 남았니,2
베드민턴 대회가 언제니,2
이번주 우박 내린날이 언제였는지 알려줘,2
열대야는 언제 끝나는지 알려줘,2
막내의 방학은 며칠부터 시작하니,2
거래처 대표와 만나기로 한 날은 언제야,2
적금 타는 날은 언제인데,2
다음달 주말 중 언제가 일정 비어있니,2
장마 기간 언제인지 알려줘,2
당신을 만나고 싶어요 시간 언제 괜찮은지 알려주세요,2
칠월 달 저녁에 언제 시간이 비지,2
장마가 언제쯤 끝나니,2
이 무더위가 언제쯤 끝나겠니,2
올해 추석 연휴는 며칠부터이지,2
오늘 비가 언제까지 내리는지 검색해줘,2
오늘 비 언제 그치니,2
치과 예약일이 언제지,2
다음달에 생일일정이 언제니,2
내일부터 언제까지 휴일이지,2
다음주 중에 맑은 요일은 언제니,2
다음달 동창회가 언제니,2
막내의 담임 선생님의 가정방문 날짜는 언제야,2
이번주 장마 언제 끝나는 지 알려줘,2
비 언제까지 오는지 알려줘,2
내일 장보기로 한 시간이 언제니,2
이번주 비오는 날이 언제인지 알고있니,2
일학기 종강 언제지,2
어머니 올해 생신이 언제니,2
이번달 고등학교 동창모임이 언제인지 알려줘,2
이번달 거래처 미팅이 언제니,2
이번달 영화 약속 언제였는지 알려줘,2
다음 달 여행 출발일이 언제니,2
미얀마 우기 언제부터 언제까지니,2
어머니 생신 언제인지 알려줘,2
다음주 출장이 언제니,2
내 생일이 언제게,2
가장 최근에 온 답장이 언제 온 거니,2
훈련소 입소까지 며칠 남았니,2
이탈리아는 날씨 좋을때가 언제에요,2
장마가 언제까지야,2
너 소개팅 언제 해,2
내일 구름이 언제 걷히는지 아니,2
작년 장마 때 비가 며칠이나 왔는지 알려줘,2
올해 첫 열대야가 언제인지 아니,2
야구장 갔던 날이 언제인지 확인해봐,2
올해 추석에는 며칠이나 빨간 날이니,2
한파가 언제까지 계속될지 알아봐줘,2
부산 서울 간 막차가 언제 있지,2
이번주 동대문에는 언제 비가 오는지 알려줄 수 있니,2
카드 유효기간이 끝나려고 하는데 연장할 수 있나요 ,2
전년도에 첫눈이 언제 왔는지 알려줘,2
광주에 눈이 언제 쯤 올까,2
오늘 폭염 특보 언제 해제 되는지 알려줘,2
다음달에 엄마 생일이 언제니,2
며칠 후에 일본을 가는지 알려줘,2
안동에 비가 언제까지 오는지 알려줘,2
기말고사 시작일이 언제니,2
영주에 눈이 언제까지 오는지 검색해줘,2
회장님과 상무님 점심식사 일정 언제니,2
사진은 언제 다 되나요,2
오늘 다이어트 시작한지 며칠 지났니,2
이번주 화창한 날은 언제언제야,2
이번 주말 결혼식이 언제부터야,2
장마는 언제 시작하니,2
눈이 언제쯤 오는지 확인해줘,2
올해 월드컵 언제부터 시작하는지 알고 있니,2
오늘 눈 언제까지 오는지 알려줘,2
이번 윤선이 수능일이 언제야,2
다음주에 부산 언제 비오니,2
이번 프로젝트 종료일이 언제야,2
내일 일몰 시간 언제니,2
수요일에 병원가는 시간이 언제지,2
개강일자가 언제인지 알려줘,2
오늘 오후 부산에 해가 언제뜨는지좀 알려줘,2
언어 영역 교육 방송 시간이 언제지,2
할아버지 기일이 언제야,2
남동생 입대일이 언제로 예정되어있니,2
비가 언제부터 올까,2
작년 장마 기간에 비가 많이 왔었나,2
첫 눈 언제 오는 지 알아봐줘,2
체육대회가 언제니,2
이번주 입사면접이 언제 있는지 알려줘,2
다음 주 꽃꽂이 배우러 가는 날이 언제니,2
올해 구정은 언제지,2
다음주 저녁약속이 언제언제 있니,2
이번학기 종강일이 언제인지 알려줘,2
황사 언제부터인지 알려줘,2
이번달 동생 군입대가 언제니,2
공지 메일 언제왔니,2
이번 주 폭염주의보 언제 있어,2
열대야 언제 끝나니,2
오늘 언제가 제일 더워,2
도봉도서관에 책 반납일 언제니,2
장마가 언제 시작되니,2
제아 삼촌 언제 온대,2
친절한 금자씨 개봉일이 언제야,2
여자친구 생일이 언제니,2
석이 돌 잔치가 언제지,2
선생님과 약속 언제였는지 알려줘,2
올해 추석은 언제야,2
매달 핸드폰요금 내는 날이 며칠이었지,2
흐린 날씨가 언제까지 인지 알려줄래,2
팔월 일본여행 일정 언제인지 알려줘,2
이번 연도 상반기에 공휴일이 며칠이니,2
이번 주에 며칠이나 비가 오니,2
상무님 휴가는 언제부터이니,2
학교 방학이 언제까지인지 알려줘,2
내일이 음력으로 언제야,2
다음주 부산 여행 언제 출발하니,2
십일월달 농구 경기 일정 언제인지 알려줘,2
